x,y
0.8518955111503601,-4.611661434173584
0.22763210535049438,-1.7999869585037231
3.075321674346924,0.3258841037750244
0.4182588458061218,-3.811392307281494
0.5703756809234619,-4.626331806182861
0.599465012550354,-0.23011484742164612
0.712593138217926,-5.550673007965088
-0.17658500373363495,-4.33583927154541
0.44724366068840027,-5.038351058959961
0.28205883502960205,-4.305421352386475
1.4155819416046143,-6.021736145019531
1.3135281801223755,-5.197257041931152
0.5743704438209534,-3.6609349250793457
1.1755571365356445,-2.2770161628723145
1.8253774642944336,-5.915558815002441
1.0413419008255005,-5.242488384246826
1.441415548324585,-4.768650531768799
1.7353479862213135,-6.055468559265137
0.43696630001068115,-4.587319374084473
1.7488933801651,-5.833483695983887
-0.31468504667282104,-4.510966777801514
3.6188671588897705,-4.651182651519775
3.0339815616607666,-4.167490005493164
2.106675386428833,-4.008007526397705
1.5044134855270386,-5.796379566192627
-2.465812921524048,-1.201416015625
-2.0886619091033936,-0.23203887045383453
1.8837214708328247,-0.6340319514274597
1.7212860584259033,-5.847661972045898
0.17403973639011383,-4.476753234863281
0.44055047631263733,-4.979732513427734
1.4957681894302368,-5.742331027984619
2.2130799293518066,-3.4858200550079346
1.6865899562835693,-5.946199893951416
0.5871196985244751,-5.444465160369873
0.32113075256347656,-1.795770525932312
1.4161044359207153,-3.758209466934204
2.9124372005462646,-0.23518939316272736
1.101097583770752,-1.4128642082214355
0.4515661895275116,-4.638111591339111
1.6376656293869019,-6.094816207885742
2.300090789794922,-2.947831392288208
1.2177889347076416,-5.813273906707764
0.9715085625648499,-5.768072128295898
0.282480925321579,-4.377598762512207
0.8846801519393921,-4.565099716186523
0.36226242780685425,-1.7207707166671753
0.5233446359634399,-3.9378225803375244
2.543980121612549,-3.5763320922851562
0.6645132303237915,-5.192818641662598
1.3316978216171265,-2.1181626319885254
1.0222336053848267,-3.100226402282715
2.088909149169922,-5.715728282928467
2.562248706817627,-4.265018939971924
-0.022822368890047073,1.8982301950454712
-2.182051420211792,-0.25200772285461426
2.169044256210327,-3.9680216312408447
1.4577831029891968,-5.767826557159424
0.22576941549777985,-4.4309515953063965
2.3045241832733154,-1.5709389448165894
0.8373134136199951,-4.511098861694336
1.719738245010376,-5.659165859222412
0.5023629665374756,-5.229198455810547
1.1248633861541748,-3.382347822189331
1.9888871908187866,-5.697317123413086
1.0899925231933594,-4.346498489379883
2.006053924560547,-5.594107627868652
4.792995452880859,-2.9194626808166504
2.505476951599121,-3.6563687324523926
0.2126801311969757,2.002439260482788
1.7064942121505737,-5.829026222229004
1.4276548624038696,-5.71111536026001
0.9570250511169434,-3.5856029987335205
0.2739912271499634,-1.9227337837219238
0.7016369104385376,-1.824173927307129
0.41192618012428284,-3.626741409301758
0.9069728851318359,-4.564302921295166
1.60519278049469,-6.097885608673096
2.4102165699005127,0.2207115739583969
1.8995306491851807,-3.614590883255005
2.8476312160491943,-4.090580463409424
2.177842378616333,-3.5844156742095947
0.026435527950525284,0.8109091520309448
1.6633522510528564,-5.892562389373779
-0.02948770672082901,1.8862086534500122
0.552026629447937,-5.189751148223877
1.7444653511047363,-5.750168323516846
1.1596931219100952,-4.601433277130127
0.5450394153594971,-5.203436851501465
2.4342637062072754,-0.7877796292304993
4.372860908508301,-3.399820566177368
1.6605393886566162,-5.977386951446533
1.2281278371810913,-5.346312046051025
2.656688690185547,-2.9130613803863525
1.9224518537521362,-5.756927967071533
0.8062642812728882,-4.503628730773926
2.3636879920959473,-3.252958059310913
2.639265775680542,-3.5670902729034424
0.337696373462677,-4.743789196014404
1.2546976804733276,-6.00688362121582
0.35462892055511475,-1.7313562631607056
2.2524359226226807,-6.031740188598633
1.1242011785507202,-5.54374885559082
0.7013387084007263,-5.256729602813721
4.620816230773926,-3.63549542427063
1.0040514469146729,-4.649958610534668
1.1123799085617065,-3.0025668144226074
1.1982886791229248,-5.7365312576293945
0.6897341012954712,-4.10872745513916
1.2108328342437744,-2.3719353675842285
2.2113962173461914,-1.8643031120300293
0.7267487645149231,-4.012705326080322
-1.7091190814971924,-3.5062453746795654
1.5010098218917847,-1.4647310972213745
3.0127177238464355,-1.5658488273620605
2.0901927947998047,0.22799035906791687
1.9887681007385254,-5.683525085449219
-1.2732166051864624,0.7328236103057861
2.0478148460388184,-5.566018581390381
2.0206286907196045,-5.6477203369140625
2.008453369140625,-5.6826629638671875
1.989048719406128,-5.7209978103637695
1.0669636726379395,-4.931849002838135
2.0194790363311768,-4.397071838378906
3.4041800498962402,-4.193117141723633
1.331175446510315,-3.26888108253479
0.7082512974739075,-4.025765895843506
0.978426456451416,-4.54926061630249
3.4229280948638916,0.4673073887825012
0.8536065816879272,-5.525897979736328
1.294573426246643,-5.513547897338867
1.4577064514160156,-1.156862497329712
0.975752055644989,-5.557855129241943
2.1925604343414307,0.9781667590141296
2.894035816192627,-1.7251619100570679
1.2934985160827637,-5.69441032409668
2.3880913257598877,-1.808682918548584
0.9315606951713562,-2.210120677947998
2.91544771194458,-3.4602770805358887
